Size,BST/Insert,BST/Remove,BST/Search,DLL/Insert at the back,DLL/Insert at the front,DLL/Remove from the back,DLL/Remove from the front,DLL/Search,Hash Table/Insert,Hash Table/Remove,Hash Table/Search,SLL/Insert at the back,SLL/Insert at the front,SLL/Remove from the back,SLL/Remove from the front,SLL/Search,Vector/Insert at the back,Vector/Insert at the front,Vector/Remove from the back,Vector/Remove from the front,Vector/Search
89250,796365,671653,56757,141590,132046,45204,50213,1663607699,251923,219078,18427,1983155649,131379,2090905574,63693,1848839898,108407,973036907,22004,899594606,466631733
89500,737160,670334,56675,96505,134828,42818,49175,1665290300,244446,217855,18381,1989490352,133431,2096428085,62786,1855385853,104475,975578211,22399,901783579,467019620
89750,787781,677804,56979,95492,138217,43326,49369,1674072869,245348,227116,18394,1995603575,131848,2101923477,64194,1860464790,100514,978134201,23822,904536837,468666639
90000,761306,739271,57631,94454,136612,48825,50136,1679438006,240076,226895,18391,2001053494,132107,2108959113,64865,1866702558,106600,981114563,20881,907030871,470060723
90250,818680,670408,56223,112987,203870,45441,49124,1673976215,258312,224226,19057,2006621132,133858,2115339322,66883,1872148639,105744,983447568,21585,909332609,471191764
90500,814995,674203,56625,150328,138266,44486,51133,1676900890,240861,226486,18397,2013303569,136846,2120991617,68145,1879104127,104091,986325769,22932,913308999,472463022
90750,730964,668086,57634,147956,148289,45032,45720,1681189332,243932,224451,18399,2018843602,132134,2127137592,64060,1883371598,101649,989644772,67247,915167617,473581384
91000,801301,669138,57575,134283,135338,50394,48959,1685866564,235887,226739,18401,2024431803,125657,2131358678,65539,1889591117,100531,992333655,21018,917225165,475091633
91250,736249,728337,57112,174213,135205,45680,49429,1690758135,235630,222275,18363,2030313845,172223,2136265678,69187,1895007225,151390,994162193,22166,920043567,476489464
91500,857614,668165,55891,136688,139431,43108,51779,1694630269,240789,223646,18394,2036166608,128841,2141379935,67077,1900936782,103735,997547218,21775,923631022,477607516
91750,754398,669795,56624,145389,130213,47107,52875,1699137154,236590,268570,18371,2042115130,131153,2147988809,62974,1906930143,106950,1000353565,21743,924211937,478591774
92000,784041,668854,57215,151159,138618,48313,53735,1704155362,241543,230773,18361,2048104684,131463,2154685736,65786,1913165469,102454,1003056564,21690,927470310,480528548
92250,734323,698854,57217,137316,139130,43822,47628,1707667162,241608,231059,18383,2053770348,130295,2160266457,70014,1919679208,106687,1005334649,22300,930374764,481755354
92500,819171,705921,54117,134901,136921,46304,48043,1712282947,327897,227556,18423,2059518801,130863,2166898462,70712,1925649124,102790,1008381488,22744,932932726,482772331
92750,809406,703942,53843,144218,142220,47368,48856,1715989790,229211,223374,63072,2066024270,132412,2171966116,69852,1930827474,106630,1011652015,22632,934827196,484840991
93000,758471,686167,53557,145951,148775,49664,50983,1720274375,252022,222619,18405,2071772084,131867,2176996603,70034,1937016361,112093,1014051717,22043,938220117,485487171
93250,784611,679716,55107,131502,135042,46497,49679,1724989150,255108,226154,18423,2077671800,131835,2181656069,67079,1942866925,98599,1016530554,22509,940581011,487070538
93500,750758,694465,53315,144835,142732,46622,47950,1729284781,242421,228237,18416,2083659940,129915,2186613656,69002,1949378833,104236,1019688355,22008,942797531,487965570
93750,847647,680777,53422,130989,136394,47677,49497,1733525272,245412,229285,18393,2089774792,129637,2192768812,69002,1955826925,114796,1022101042,21855,945037245,489523999
94000,741070,729688,53944,136232,141854,46700,50421,1737332054,240963,231440,18401,2095220080,130760,2199152042,72040,1962241122,103690,1024845596,22647,948128828,490694595
94250,762039,714869,54220,147012,139216,51295,53757,1742139217,262603,226315,18419,2102640564,127526,2205482602,74125,1968220555,103919,1027100177,21947,950580779,492627219
94500,793617,703653,55036,140615,134359,104409,46318,1745911995,238667,237151,18381,2107517189,128961,2211279906,71513,1975039582,101273,1030054904,22928,953293388,495197740
94750,754473,719908,53336,145457,142293,49162,45962,1750690362,242194,232688,18372,2113832862,133521,2215854876,73945,1980786155,103501,1032776255,21583,955927818,496997533
95000,837449,675896,53493,191143,144846,50193,49767,1754284066,256122,230537,18393,2120053923,129071,2220077704,74533,1986123439,108751,1035657433,22462,958398999,496252334
95250,766499,745218,54093,136979,135226,50916,53761,1758986465,251997,248134,18807,2125764983,128789,2225250133,71100,1992184870,102969,1038611825,22137,961370369,497532417
95500,820715,704955,54943,174765,147844,48629,47224,1762871354,248181,290885,18373,2132126895,133214,2229042477,69734,1998964262,107370,1040930258,23305,963639941,498848151
95750,786545,701710,54082,139399,136940,46828,49515,1767217423,252951,237237,18390,2138057333,127158,2235332016,72189,2004472430,106542,1045708589,20479,966696269,499822293
96000,753168,686421,53284,135317,185103,47913,47912,1771592769,249409,235911,18395,2143328181,133343,2242338741,70507,2010580391,103539,1046782232,22672,969047530,501041696
96250,809597,693649,53076,143779,144382,45933,48524,1774724038,250598,234062,18354,2149574333,129562,2247766742,71712,2017517800,111863,1049429376,21744,971242994,505169891
96500,758886,792997,53928,131911,139329,49528,46425,1779348342,243374,233923,18395,2155350330,122239,2253884068,75036,2023538234,105457,1051880854,21758,974216643,504605921
96750,814030,721836,54416,130408,141096,48762,49973,1784009674,251155,232944,18407,2161670388,129289,2258954927,73588,2029811476,101872,1054412981,22112,976607392,505045854
97000,764462,704120,54026,146911,142602,49895,47481,1787725756,243550,232234,18385,2167780755,130726,2263997883,72786,2036035935,107508,1057317823,22322,979861161,506893536
97250,799920,729809,53119,142304,136251,50442,53076,1792078287,255450,236274,18629,2173649719,226416,2268303019,71225,2041966261,103480,1059778735,21438,983344501,508333507
97500,829652,712347,53167,132555,145824,49957,53758,1795959550,246724,239738,18772,2179627832,133827,2273707550,67542,2048713750,105158,1064321943,22378,984133769,509157287
97750,756403,745705,54580,141954,143349,45614,50530,1800798093,255625,242731,18881,2185629027,124540,2279170617,71687,2056241183,108190,1065917163,22163,987301412,510549449
98000,836045,726391,53403,132619,142909,52807,49155,1805399731,252690,241357,18472,2191637659,133833,2285826323,71578,2061739978,107323,1068287536,22439,989220288,511543111
98250,764849,734707,53788,135124,137316,47962,68421,1809574947,244594,247094,18371,2198037975,132254,2292223825,72900,2068377381,173930,1071458373,20828,992482037,513026219
98500,878813,735697,53485,153463,146268,52894,68628,1814334044,254986,243008,18428,2202967439,131026,2298445259,74906,2074738659,118123,1073693972,22721,995269491,514234750
98750,765231,722257,53413,136552,142694,50400,52941,1818271283,253245,241368,18414,2209077807,126902,2303416793,70190,2081333428,120091,1076905088,21813,995479847,516598188
99000,802937,782130,54607,130022,138503,50916,49986,1823129447,253626,246898,18574,2215669828,125507,2308314121,73999,2087527842,100455,1078971362,21529,997816933,517129846
99250,739381,729075,53411,144536,143917,56394,49997,1827894749,303429,242799,18397,2220912572,132556,2312819013,68884,2094776393,105845,1082326765,22582,1001620032,518945859
99500,805330,736318,54481,142058,143238,55727,53362,1832831008,263235,244473,18403,2227802106,145401,2317508561,67474,2104113884,110184,1084536436,22518,1002760988,519789467
99750,834238,747085,53800,136852,140249,52847,50070,1841687295,251564,249619,18397,2234314386,159567,2325671048,69573,2114660809,101876,1088094016,21158,1016836634,520665207
100000,757607,762288,55415,155070,142165,53168,47637,1847599779,240552,252086,18444,2241053106,139141,2335120488,70752,2124309708,106235,1090407445,21629,1020491495,522961052
100250,804935,797718,55069,137614,147470,55581,52844,1852914007,249302,247836,19086,2247582001,139104,2342782815,68687,2134617376,100516,1093060813,21462,1023861108,523928128
100500,755657,757558,55203,135821,146142,56933,46728,1859418235,253972,250353,18432,2253627542,138003,2349987261,67331,2143997340,106084,1095543937,22601,1028372784,524798042
100750,822534,742229,54410,222744,145307,57255,50941,1863705046,259953,251239,18455,2260075124,132637,2355682177,68011,2153253264,103084,1098084296,22127,1030631202,526096444
101000,828153,753918,54609,159143,148449,60305,48502,1868550991,253488,250720,18404,2266790234,135248,2362599854,72515,2160563788,104607,1101136038,22931,1033911725,527213486
101250,818686,799206,55006,146292,143221,57868,44617,1872895942,254642,251670,18394,2273800938,137740,2367853392,68852,2169050515,112113,1105576980,21317,1037799161,528521335
101500,767983,875939,53882,151814,192430,64177,51412,1877044575,248269,254953,18350,2280069741,172508,2373728041,76529,2177152175,104214,1106788568,21507,1041858011,532253740
101750,755343,782499,53515,131942,192941,63363,50454,1880945831,251053,254540,18416,2286990611,127929,2378901556,71257,2186356571,100823,1109026924,22944,1044751345,537080383
102000,799910,773031,54262,139907,143198,63599,49844,1884858255,255230,259988,18381,2294397274,136674,2385962877,72644,2195222709,102324,1112189473,21835,1048213382,535323814
102250,832074,809305,55457,138855,144072,62068,45457,1888101285,253474,322330,18569,2301515484,134507,2391829492,78171,2204146478,108185,1115595175,21882,1051591835,536218854
102500,817146,821944,53759,132664,142283,58833,44528,1891157058,257464,264606,18467,2308745242,132766,2398954257,73258,2212341088,99754,1117728461,23075,1055119757,535135661
102750,767025,881777,53632,152378,142565,76420,49384,1895300021,260553,262687,18785,2315704014,190511,2405398018,76927,2221499752,101245,1121305237,22280,1058839083,536633279
103000,807821,854274,54102,139700,141109,68336,51632,1899250667,257200,272858,18381,2323834738,132615,2410264759,85824,2231703758,111527,1123307949,22400,1061947999,540721866
103250,812223,860429,54113,135281,137073,67223,48461,1902674672,257595,275090,18411,2331248484,125433,2416541033,85393,2240691045,100425,1132514606,22971,1065818051,539658749
103500,769223,1004683,54517,143005,140700,60506,49905,1905053921,264962,281111,18420,2338939171,125407,2418370717,101076,2252334098,102708,1129574777,20431,1068739348,541246671
103750,827550,969890,54751,138168,180696,51968,46722,1907559732,254549,286133,18455,2346875758,123585,2423057933,88713,2259730718,116524,1130615082,21871,1072627369,541677104
104000,770275,934303,54482,144020,150317,43446,46820,1910319406,260405,311041,18402,2350429484,120314,2428036809,79334,2266896018,104177,1134454560,20438,1076335649,543362602
104250,801782,980941,56786,140336,148105,34853,49054,1913960054,254600,334764,18442,2352486140,122209,2434757435,89298,2271490301,101361,1135698174,19119,1081031412,545463647
104500,357054,509463,25917,63828,71839,17693,36525,888880678,111223,168539,8561,1092692514,50873,1141821884,38182,1056083151,47151,528184823,12247,506336850,253016589

